,Document Title,Abstract
133,End System TSN Enablement Using OPC UA,"Adoption of TSN and OPC UA in industrial automation foresees their configuration and even co-configuration. However, resource-constrained end systems may not have the capacity for designated TSN configuration engines, and thus may benefit from access to the necessary configuration through OPC UA. This paper showcases such an example: a DI-compatible OPC UA information model and back-end that enable QoS/TSN configuration over OPC UA. The presented development precedes the OPC foundation FX group (Ex-FLC, Ex-Shapers) releases and addresses not only PubSub-relevant network configuration, but also client-server, clock synchronization, and transmission scheduling."
135,Real-Time Communication Model Based on OPC UA Wireless Network for Intelligent Production Line,"With the continuous development of intelligent manufacturing technology, the intelligent production line for the Industrial Internet of Things occupies an important position in the field of industrial intelligence. OPC UA is a standard for communication data exchange between intelligent production line devices. OPC UA can establish a unified information model for production line devices and improve the connectivity of heterogeneous networks. However, in industrial wireless network application scenarios, there are various types of sensing information and large amounts of data to be transmitted. Each type of data has different requirements for real-time. The traditional OPC UA communication method is difficult to achieve real-time and reliable transmission in intelligent production lines and canâ€™t meet the transmission requirements of time-sensitive data. In this paper, we propose a real-time communication model of the OPC UA wireless network for intelligent production lines (UAMPDS). IEEE 802.15.4e TSCH is used as the wireless communication infrastructure, and OPC UA protocols are fused to this model. Meanwhile, we design a load-aware time-slot scheduling algorithm to dynamically allocate and schedule time slots according to the network topology and traffic load of each node. We also implement a dynamic preemptive resource scheduling strategy based on service differentiation to ensure real-time transmission of time-sensitive data. The experimental results show that this model achieves differentiated services based on data with different latency tolerance and effectively reduces the transmission latency of real-time service data under the constrained network resources. It can avoid the starvation phenomenon of low priority queues, and improves the overall quality of service of intelligent production line communication networks."
139,TSN-Enabled OPC UA in Field Devices,"The paradigm of â€œIndustry 4.0â€ suggests that industrial automation systems will converge towards unified and standardized solutions. The concept of Industrial IoT, in turn, drives to interconnect them via deterministic networking. The alliance of these concepts promises to simplify the integration and management of complex multi-vendor automation systems. This paper investigates the emergence of the former aspect, namely - field device integration with the embedded OPC UA over TSN, using already available products."
141,PLC Integration into Industry 4.0 Middleware: Function Block Library for the Interaction with REST and OPC UA Asset Administration Shells,"An asset administration shell (AAS), as a key concept of Industry 4.0 (I4.0), provides a machine-accessible interface to any kind of asset. To enable interoperability and smooth integration of the devices into the I4.0 middleware, an application implementing the device's functionality should be able to interact with different AASs. In this work, we investigate the integration of the Programmable Logic Controller (PLC) runtime systems into the I4.0 middleware. For doing this, we specify the function blocks (FBs) for connecting the PLCs with AASs and other I4.0 components, such as registry and discovery server. We analyze the requirements of such FBs while focusing on REST/HTTP- and OPC UA-based AASs, and provide interface specification for IEC 61499- and IEC 61131-3-based FBs. Furthermore, we implemented an FB library that enables communication with an AAS from the respective control applications. Those FBs allow accessing properties and invoking operations of remote AASs, as well as hosting AASs submodels. Common functionalities, such as registering the runtime system at the registry component, or finding AASs, are also supported. The results obtained in this paper will ease interaction with the complex AAS structure from the low-level devices."
142,Toward Industrial IoT: Integrated Architecture of an OPC UA Synergy Platform,"Recently, the manufacturing industry has revolutionized with â€˜smart manufacturingâ€™ and â€˜Industry 4.0â€™, and with the development of the Industrial Internet of Things (IIoT), increasing number of physical objects can access network services. However, critical issues such as real-time communication, interoperability, and interlinking of internet and industrial devices are yet to be addressed. These issues arise from the problem of interconnectivity between smart manufacturing systems and non-semantic industrial equipment. Therefore, we referred to ISO/IEC 30141, a standard IoT reference architect document, to solve the interconnection problem and bridge the gap between the Internet and industry. Furthermore, we proposed a four-domain integrated architecture that divides the manufacturing system into user, cloud service, sensing & controlling, and device domains. The proposed architecture is validated by constructing the applicable industrial pick-and-place testbed for the manufacturing system. Thus, this testbed can serve as guideline to examine the state of the art of the OPC UA PubSub based protocol in addition to several other types of protocol approaches."
145,Realising Interoperability Between OPC UA and OCF,"The paper deals with the interoperability issue inside Industry 4.0. Definition and adoption of communication standards are of paramount importance to improve the interoperability of industrial applications. For this reason, during the last few years, different organisations have developed reference architectures to align standards in the context of the fourth industrial revolution. Among them, an important role is played by OPC UA international standard (IEC 62541). Application in industrial contexts of modern Information & Communication Technology (ICT) concepts, such as Internet of Things (IoT), is a keypoint in Industry 4.0. For this reason, the current literature presents several proposals aimed to improve interoperability between reference standards in Industry 4.0 and IoT ecosystems. The paper proposes a solution towards interoperability between OPC UA and IoT, based on the mapping of OPC UA and Open Connectivity Foundation (OCF) specifications defined very recently to enable the interoperability inside the IoT ecosystem. Although other examples of integration of OPC UA with the IoT are present in the current literature, the proposal is original as interoperability between OPC UA and OCF has not been treated until now. The proposal may also have a potential impact on the current definition of OCF specifications, as it will be pointed out in the paper."
148,OPC UA Nodestore Switch - Usage Scenarios,"OPC Unified Architecture is one of the leading technologies to realize the horizontal and vertical communication from enterprise layer down to the field layer in automation technology. It defines an address space model consisting of nodes and references without specifying how to store these. Therefore, this paper first describes the concept of a nodestore and a nodestore switch. The core contribution of the nodestore switch is the decoupling of OPC UA servers from their node storage. Based on this, four usage scenarios demonstrate how to utilize the concept to address different requirements, like performance and persistence, the integration of domain specific (proprietary) meta models, the adaptation at runtime and sharing of information models. For each usage scenario a prototypical implementation is described to show an exemplary realization and to gather a deeper understanding of the usage."
149,Configuration Solution for TSN-based Industrial Networks utilizing SDN and OPC UA,"Increasing customization and dynamically allocated services for data analytics and production optimisation are forcing the industrial networks of the future to become more flexible and adaptive. Moreover, future converged networks require a higher degree of scalability and performance. Three technologies are currently under special observation for solving this issue: Time-Sensitive Networking, Software-defined Networking and OPC UA.This paper combines these three technologies into one network architecture. This architecture shows that it is possible to configure time-sensitive traffic streams by leveraging the Time-Sensitive Networking methods for synchronisation and Time Aware Shaping in combination with forwarding methods coming from Software-defined Networking. OPC UA is utilized as the link for industrial applications to interact with the network management and transmit their demands on the network service. Additionally, OPC UA serves as the data exchange technology among industrial applications by utilizing OPC UA PubSub and leveraging Quality-of-Service queues according Time-Sensitive Networking standards.It can be shown that the combination is a reasonable solution and a promising field for further investigation."
150,A configuration tool for MQTT based OPC UA PubSub,"Contemporary manufacturing enterprises are challenged by fast-growing requirements for flexible and effective production, and also rapidly changing demands of market. One goal of industrial system information integration is to use appropriate flexible and scalable communication technologies to satisfy the requirements of industrial devices and systems. To achieve these requirements, technologies and paradigms such as the Internet of Things (IoT), Reconfigurable Manufacturing System (RMS) and Industrie 4.0, etc., are proposed and developed in recent years. Among these solutions, Open Platform Communication Unified Architecture (OPC UA) is one of the most widely used specifications for industrial system and device communication. Now the specification is extended by adding a new communication architecture named PubSub to provide asynchronous information exchange capability. After a brief review of industrial Information and Communication Technologies (ICTs) and existing solutions for the manufacturing system, an MQTT based OPC UA PubSub implementation and its configuration tool are introduced in this paper. Our OPC UA PubSub implementation can be easily integrated into other C/C++ OPC UA projects."
150,A configuration tool for MQTT based OPC UA PubSub,"Contemporary manufacturing enterprises are challenged by fast-growing requirements for flexible and effective production, and also rapidly changing demands of market. One goal of industrial system information integration is to use appropriate flexible and scalable communication technologies to satisfy the requirements of industrial devices and systems. To achieve these requirements, technologies and paradigms such as the Internet of Things (IoT), Reconfigurable Manufacturing System (RMS) and Industrie 4.0, etc., are proposed and developed in recent years. Among these solutions, Open Platform Communication Unified Architecture (OPC UA) is one of the most widely used specifications for industrial system and device communication. Now the specification is extended by adding a new communication architecture named PubSub to provide asynchronous information exchange capability. After a brief review of industrial Information and Communication Technologies (ICTs) and existing solutions for the manufacturing system, an MQTT based OPC UA PubSub implementation and its configuration tool are introduced in this paper. Our OPC UA PubSub implementation can be easily integrated into other C/C++ OPC UA projects."
151,Implicit Templates for Conformance Units in OPC UA Companion Specifications,"Due to its importance in the Industry 4.0 movement, the usage of OPC UA has increased in recent years. More and more vendor-independent and domain-specific models are developed as so-called Companion Specifications. OPC UA Profiles allow to subdivide functionality within the Companion Specifications, and thus offer flexibility to the standards. An OPC UA Profile is a set of individually testable entities called Conformance Units, which are also defined within the Companion Specification. In this work, similarities between Conformance Units defined by different working groups are analyzed and grouped in CU classes by the scope of the Conformance Units. For the most prevalent CU classes, textual templates are suggested, based on the typical formulations in existing Companion Specifications. These templates are intended to ease the development of Companion Specifications and the Conformance Units therein. The CU classes identified in this work suggest the templates can be used for more than two-thirds of the Conformance Units in a Companion Specification. The CU classes and templates are also a step towards automation in the generation of OPC UA Companion Specification Documents and test cases for the Conformance Units."
164,An Introduction to OPC UA TSN for Industrial Communication Systems,"The industrial communication market is dominated by Ethernet-based fieldbus systems. Although they share similar requirements and market segments, their implementations and ecosystems differ considerably. As a result, end customers and device manufacturers are faced with a multitude of technologies that need to be produced, run, diagnosed, maintained, and kept in stock. Although the availability of products and services is largely satisfactory, dealing with multiple solutions generates high costs and limits IoT capability. This paper introduces Open Platform Communication Unified Architecture Time-Sensitive Networking (OPC UA TSN) as a new technology and presents the current view. This time, the industrial prospects of fulfilling industrial communication requirements while leveraging the cost benefits of standard Ethernet hardware in the midterm are in reach. We anticipate that OPC UA TSN will reveal itself as a game changer in the field of industrial automation, being a candidate for establishing a holistic communication infrastructure from the sensor to the cloud."
166,Practical Implementation of an OPC UA TSN Communication Architecture for a Manufacturing System,"In modern manufacturing systems, various industrial communication systems (e.g., fieldbus systems and industrial Ethernet networks) have been used to realize reliable information exchange. However, these industrial communication solutions are largely incompatible with each other, which do not satisfy the new requirements of Industry 4.0. Recently Time-Sensitive Networking (TSN) has been developed to improve the real-time capabilities to the standard Ethernet, and is considered to be a promising real-time communication solution for Industry 4.0. In this work, we propose a communication architecture for a manufacturing system using the Open Platform Communications Unified Architecture (OPC UA) and TSN technologies. TSN is adopted as the communication backbone to connect heterogeneous industrial automation subsystems. The OPC UA is adopted to realize horizontal and vertical communication between subsystems in the field layer and the entities of the upper layers. We implement a laboratory-level manufacturing system to validate the proposed architecture. The experimental results demonstrate the feasibility and capability of the proposed architecture. Moreover, we evaluate the performance of a key TSN substandard, i.e., IEEE 802.1Qbv, in the laboratory-level manufacturing system. The evaluation results demonstrate that IEEE 802.1Qbv can indeed provide excellent real-time capabilities for industrial applications."
167,Enabling OPC UA and oneM2M Interworking,"Industry 4.0 features the application of modern Information & Communication Technology concepts in industrial contexts to create more flexible and innovative products and services leading to new added-value business models. Realization of this fourth industrial revolution may be achieved only if enough effort is invested to introduce interoperability between industrial applications. For this reason, current literature presents a lot of proposals aimed to improve interoperability between reference communication standards of Industry 4.0. Among them, several research activities aim to reach this goal by proposing interworking solutions between standard communication systems. Although OPC UA and oneM2M play very important roles inside Industry 4.0, interworking between them is not available at this moment. For this reason, the paper aims to propose a novel solution towards OPC UA and oneM2M interworking."
173,Interoperability of OPC UA PubSub with Existing Message Broker Integration Architectures,"Interoperable communication technologies are of key importance in production systems with increasing needs for data in their adoption of data-driven methodologies and new, emerging applications. OPC UA PubSub defines an alternative to the traditional client-server communication with a publish-subscribe model for data to cater to scalability and data-driven cloud application needs. In this paper, the OPC UA PubSub model is compared to some other message broker and communication technologies and integrated with an existing message based integration model for evaluating the interoperability. A case example is presented where data payloads and information security practices are integrated using an adapter approach."
177,OPC UA-based Asset Administration Shell,Industry 4.0 is really changing the manufacturing through the convergence of physical systems and their digital counterparts with Information Technology as an enabler. The Asset Administration Shell is core to Industry 4.0 components. Very recently a relevant metamodel has been defined. The paper presents its mapping with OPC UA achieved extending the relevant information model.
178,From ISA 88/95 meta-models to an OPC UA-based development tool for CPPS under IEC 61499,"In the era of Industry 4.0, fast-growing requirements for an agile and effective vertical integration are challenging the smart manufacturing. Cyber-Physical Production System (CPPS) technology plays a key role in the Industry 4.0 factory. One of the reasons for this is that shop floor data collection, monitoring and processing are enabled by CPPS devices together with IEC 61499 standard. To this end modeling and developing software and hardware components focused on distributed control systems are provided. This improvement in data monitoring and processing results not only in an optimization of equipment predictive maintenance but also in the ability to integrate new control techniques. This approach provides the Oil&Gas industry with the foundation to transform their traditional production fields into Intelligent Oil Field (IOF) environments. The aim of this paper is to build bridges between the state of technology and the design of industrial control applications. In particular, a CPPS platform developed through a software engineering tool giving support to the design of applications is proposed. It is based on the IEC 61499 and on a configurable OPC-UA server that maps field device data into an ISA95/88-based information model. Thus, this proposal will not only save Oil&Gas engineer time, it also will save efforts of adopting this promising technology."
181,Improving interoperability of Virtual Commissioning toolchains by using OPC-UA-based technologies,"It is well-known that one the most important challenges in industrial manufacturing processes is the reduction of lead-times and delays during the on-site commissioning. In applications in which several automation systems are used, such as in aeronautics or automotive manufacturing cells, several PLC's and drives are used to control the motion of the different electromechanical components. In order to verify and validate (V&V) automation code before deployment in the production environment, virtual commissioning (VC) techniques have become of great interest in the last decades. Even if VC simulation approaches, based on software/hardware-in-the-loop (SiL, HiL), have shown effectiveness to V&V automation code, the continuity from the execution to the simulation layers may not be ensured due to a lack of interoperability in the toolchain. Additionally, the development of reliable component models is a complex task of the VC solution since it requires a high level of mechatronics expertise. In order to avoid losing information between the execution and the simulation layers of VC toolchains, this paper presents a SiL based approach for interconnecting the PLC's with the VC simulation tool by means of OPC-UA-based technologies. In addition, in order to develop the functional models, we propose a library-based development. This will facilitate seamless flow of information between different PLC editors and the simulation layer. SiL simulations of the suggested approach on an automotive manufacturing cell are performed and show digital continuity from the execution to the simulation layer."
183,Opportunities For A Hardware-Based OPC UA Server Implementation In Industry 4.0,"With the advent of the fourth industrial revolution i.e. Industry 4.0, plants and factories are becoming smarter and interconnected. The transitions demand vertical integration and seamless connectivity. For this purpose, there is a need for semantic communication between various devices including the heavily resource-constrained field devices. To address this, a real-time capable hardware-based implementation of a well-established semantic communication protocol, i.e. OPC Unified Architecture was designed and developed. This chip-based implementation is power-efficient and compact, making it suitable for the field level. The chip was analyzed and incorporated in a demonstrator as a proof of concept of its integration at field level in a plant module of the process industry. Various opportunities are also examined where the chip could be utilized to deliver benefits to existing and future technologies."
196,A Prefatory Study on Data Channelling Mechanism towards Industry 4.0,"Data are increasing in volume, variety and velocity in this Internet of things and big data era. It applies from industry (or manufacturing) process monitoring control to video surveillance analysis to track human and machines activities. Therefore, fast and accurate approaches in data channelling are needed to effectively deal with these big data. This paper presents practical methods to manage and transfer the data from industry manufacturing site to a centralized data processing hub. In this hub, data are transformed into understandable information, which can assist human in understanding and monitoring manufacturing situation autonomously. These data are collected and channelled to desired location for analysis through Open Platform Communication Unified Architecture (OPC UA). Industrial protocols and standards are used to interpret the data channelling methods and tested on several industrial machines. Result shows that size of data and number of OPC UA Client that connects to OPC Server affects the data channelling speed."
201,Common Management Technology of Automation Equipment in Industry 4.0,"The purpose of Industry 4.0 is to make the automation for industry and the current trends of technological innovations to use or produce equipment with IT technologies. This research uses AutomationML language as the main structure of Asset Administration Shell (AAS), which refers to the relevant specifications and standards of OPC to build and combine OPC UA (Open Process Control Unified Architecture) to realizes the information and communication layer in the six functions of RAMI4.0."
202,Automatic Information Model Generation for Industrial Edge Applications Based on IEC 61499 and OPC UA,The Industry 4.0 and Industrial Internet provides vertical and horizontal integration between edge devices and industrial cloud platforms. A flexible and interoperable information model is crucial for enabling device-level intelligence as well as cloud-edge collaboration. Deep integration between the control and information model is necessary for supporting closed-loop optimization between the cloud and edge devices. This paper proposes an automatic information model generation method based on the IEC 61499 and OPC UA standards. Model transformation rules between two models from design time to runtime are presented. A discrete manufacturing case study is used to prove that the proposed method can significantly reduce the development time for distributed information models. The integrated control and information models at runtime can provide strong support for dynamic reconfiguration to address changing requirements.
210,A systematic top-down information modelling approach for workshop-type manufacturing systems,Workshop-type manufacturing systems grow over time and therefore they have heterogeneous communication interfaces. Digitalization can be an enabler to lowering their costs and improving their performance. This can be facilitated with the introduction of common information models. But the widespread introduction of information models in such manufacturing environments is entailed with significant efforts and risks. This paper describes how existing workshop-type manufacturing environments can be documented in such a way that they can subsequently be reproduced in an OPC UA information model.
213,Function Blocks for the Interaction with the Asset Administration Shell,"An asset administration shell (AAS), as a key concept of the Industry 4.0, provides a machine-accessible interface to any kind of asset. An application implementing the devices functionality should be able to interact with different AASs.In this work, we specify the function blocks (FBs) for accessing properties and invoking operations of AASs. We analyzed the nature and requirements of such FBs while focusing on REST/HTTP- and OPC UA-based AASs and provided IEC 61499-based implementation.The results obtained in this paper will ease interaction with the complex AAS structure from the low-level devices."
222,Design and Application of Cloud Platform Based on OpenStack in Remote Online Collection and Monitoring System of Intelligent Workshop,"With the development of information technology, network technology, Internet technology, cloud computing technology and so on are more and more widely used in various industries. The traditional industrial automation hierarchy structure is complex and the integration degree is not high. It can not meet the development needs of informationization and intelligence, and is limited by the site infrastructure. Therefore, this paper designs a remote online acquisition and monitoring system architecture for intelligent workshop based on OpenStack private cloud computing, which completes the functions of data acquisition, online monitoring, database management and real-time control. In addition, this paper also considers the characteristics of the system architecture, such as filing, disaster tolerance and security. Using OPC UA protocol and Modbus RTU protocol to complete data acquisition, data interaction between the bottom of the factory and the bottom of the enterprise. At the same time, cloud computing data center centralized storage and management of the collected data, which provides great convenience for the follow-up analysis of large data in the workshop, and has a certain practical value."
223,Analyzing Manufacturing Data in a Digital Control Room Making Use of Semantic Annotations,"The German manufacturing industry carries out new developments towards Industry 4.0, which focus on smart factories and smart assistance systems. In this paper, we present our digital control room for analyzing manufacturing data aiming at optimizing production processes. It builds upon our digital boardroom - a multi-display environment integrating multitouch and multiuser-based annotation dashboards so that decision makers gain insights into and can discuss an organization's data. In particular, our digital control room integrates the OPC UA protocol, semantic annotations, and a time series database to analyze, visualize and interact with machine data. Thereby, it can combine real time, near-real time, and batch processing of machine data and constitutes a holistic business intelligence environment."
232,Reducing integration effort for cyber-physical systems through integrated information modelling using annotated application code,"Cyber-Physical Systems (CPS) increasingly make use of modelling technologies like OPC Unified Architecture (OPC UA). These modelling technologies already reduce integration efforts as they provide a common Application Programming Interface (API) to handle and access properties and methods that are exposed by applications running on the CPS. These properties and methods can be structured and enriched with semantics within an information model. The integration of the information model with the application is still a quite complex task that typically requires comparable large manual programming efforts and additional components to manage the interaction between application and model. This work targets especially at more complex applications that shall be configurable through the information model - therefore a use case of a configurable state-machine is discussed in this work. To manage the interaction between such a dynamic application and an information model, a tight coupling of both is required. This work targets at re-use and integration of application code with information modelling based on annotations added to the application code. As a result, the object-structure and the (business) logic of the objects is integrated with the model. Finally, the external consumer can not only read, write and browse the exposed properties and methods of the application, but also create, update and delete objects within the object-structure with minimal additional manual efforts."
234,A Low-latency and Interoperable Industrial Internet of Things Architecture for Manufacturing Systems,"Industrial Internet of Things (IIoT) as an emerging and prospective paradigm, has great potential to significantly improve production efficiency of manufacturing systems. An open data exchange standard, namely OPCUA, has been proposed for the IIoT systems to provide semantic interoperability over heterogeneous devices. However, a mass of traditional devices that do not support OPC UA, are still operating in legacy automation systems. To address this problem, in this paper, we propose a three-layer IIoT architecture for manufacturing system, which combines OPC UA-based gateways and Time-Sensitive Software-Defined Networking (TSSDN) switches to realize the efficient and reliable communication. The OPC UA is adopted to realize the interoperability of heterogeneous devices and the TSSDN achieves centralized control of network resources and flexible configuration in real-time industrial networks. Finally, we design a smart factory test bed, to evaluate the applicability of the proposed system architecture, in which we implement the information model and data transmission based on OPC UA."
240,A Real-time Computation Task Reconfiguration Mechanism for Industrial Edge Computing,"The growth of massive generated data from the industrial field results in performance reduction on network bandwidth, real-time response, and communication latency. For distributed industrial automation systems, edge computing suits better than cloud computing from real-time constraints purpose. Furthermore, the integration of OPC UA in edge computing nodes improves interoperability and compatibility. This paper focuses on computation task reconfiguration issues among physically neighboring nodes based on OPC UA. Considering the high real-time requirement in industrial edge computing, a task reconfiguration mechanism is proposed and a real-time workload reallocation algorithm for optimization without any iteration process. Finally, a case study on a triplex reciprocating pump with a multi-class faults simulation model proves that it can improve task execution efficiency without worsening classification accuracy much."
241,Service and Agent based System Architectures for Industrie 4.0 Systems,"Industrie 4.0 is based on three pillars: Vertical Integration, Horizontal Integration and Consistency of Engineering over Product Life Cycle. The implementation of systems to realize these pillars requires an architecture enabling interoperability of distributed components and their digital representations. Potential middleware concepts for an architecture are the service-oriented architectures OPC UA, JADEX/JADEX and Arrowhead. A holistic and modular I4.0 architecture using agent technology to implement Digital Twins and thereby decouples communication middleware from processes and hardware is proposed."
245,An Industrial Marketplace - the Smart Factory Web Approach and Integration of the International Data Space,"Smart Factory Web is a platform for smart factories to enable flexible sharing and management of assets and resources to maximize efficiency and provide visibility on a global market. To join the Smart Factory Web, participants describe their factory capabilities, which are modelled in an ontology. AutomationML is used to assist with this modelling. OPC UA is used as a communication protocol for factory live-data from the machines. However, factory owners are hesitant to share critical production data. Therefore, the communication has to be secure and in the best case, provide control mechanisms for the data owners. The International Data Space is a peer-to-peer network that will support secure exchange of data and data usage control. In this paper, the Smart Factory Web approach is discussed and extended by an implementation with the current state of the International Data Space."
246,Digitizing a Distributed Textile Production Process using Industrial Internet of Things: A Use-Case,"Many textile production chains are highly fragmented and distributed over several locations and countries. Textile machinery usually relies on proprietary software and hardware that cannot be sufficiently interlinked. As a result, machine and product data is not comprehensively collected and analyzed across the whole production process. Thus, the potential of Smart Manufacturing and Industry 4.0 is often not fully exploited in the textile industry. In recent years, vendor-independent machine to machine communication protocols and standards, such as OPC UA and MQTT have been suggested for the digitization of production facilities by integrating or replacing these proprietary systems. In contrast, there is still a lack of publicly available working demonstrations and exemplary implementations in the textile context. In this paper, we use Industrial Internet of Things technologies to design an open digital infrastructure for textile manufacturing. We develop our approach based on a production use-case that is distributed across multiple locations. By machine networking and integrating information flows from the shop floor to the cloud, we lay the basis for getting most value out of process-wide collected data. Our suggested infrastructure supports the use of Machine Learning techniques to enable various Smart Manufacturing applications, such as Predictive Maintenance and Predictive Quality."
251,I4.0-compliant integration of assets utilizing the Asset Administration Shell,"Global trends such as mass customization and lot size one, demand flexibility, autonomy and adaptability in production. Interoperability of devices is a key challenge as production systems evolve into Cyber-Physical Production Systems (CPPS). As part of the German strategic project Industrie 4.0 (I4.0), concepts and solutions for continuous digitization of production are being developed, in order to meet these numerous challenges. The concept of the Asset Administration Shell (AAS) was introduced in order to provide data and information in a standardized and semantically described manner, thus enabling interoperability and easy interaction. In this paper, we show how users can translate a semantic description of plants, machines or individual components that are based on a standardized Open Platform Communication Unified Architecture (OPC UA) information model, into the AAS information model."
254,Integration of IIoT Communication Protocols in Distributed Control Applications,"Trends using Internet technologies in the industrial domain have more and more influence on the design of applications and provide more options for data exchange. This paper proposes concepts to integrate communication protocols, which are very often used in combination with IIoT, into the distributed control domain at shop floor. Originally used for vertical integration, IIoT protocols such as MQTT or OPC UA can also be used for horizontal communication between industrial devices in a distributed control system following the CPS approach. This makes it possible to adapt production processes dynamically, highly flexibly and efficiently to new requirements from a product or logistics perspective. First results show that the concepts can achieve a good transmission performance, which is sufficient for very many production processes to be automated."
269,Digital Twins for Manufacturing Using UML and Behavioral Specifications,"Using digital twins, physical manufacturing objects can be virtualized and represented as digital models which are seamlessly integrated in both the physical and the digital space. This allows to simulate, verify and optimize production systems, from the logistical aspects to the manufacturing process and the involved components. A key challenge, in this area, is how to describe digital twins in complex manufacturing systems such that all physical details, processes, and verification needs are modeled at an appropriate and efficient abstraction level, e.g., modeling and detecting divers faults in production processes. To address this challenge, in this paper we present our work on modeling digital twins of manufacturing facilities using UML. UML class diagrams are used to describe static dependencies between entities, as well as to monitor and analyze the dynamic verification and quality aspects of manufacturing such as fault detection and consistency checks. Utilizing the key relevant features of UML in our approach, the designed class diagrams are used and enriched with behavioral models serving as digital twins which can be updated by live data from the manufacturing plant. We present a small example based on simulation programs and a demonstrator. The presented modeling approach and example provide useful insights to UML-based design of digital twins in complex manufacturing systems."
271,An approach for an industrial information model management,"An overall information model of an industrial cyberphysical system consists of different sub information models. These sub information models contain attributes and methods that describe parts of the overall information model such as a machine or an order. Every entity within a company has varying requirements in terms of information it needs to represent, or read from the information model. In contrary, especially in environments with a large number of system entities, it is necessary to standardize the information models as much as possible to optimize economic and performance potentials. To address this challenge this paper presents an approach for information model management. This is done via the creation of rules for information modelling and the forming of an enterprise specific information model library."
276,The Asset Administration Shell of Operator in the Platform of Industry 4.0,"We discuss the Asset Administration Shell (AAS) concept of Industry 4.0 (I4.0), characterizing the current status of industrial automation and outlining the advantages of more deeply digitized manufacturing where the AAS is employed. In the proposed analysis, the basic subjects are apply complemented with possible submodels and standards of the Asset Administration Shell (identification, communication, engineering, configuration, safety, security, life cycle status, energy efficiency, condition monitoring, and examples of AAS-based applications). An exemplary interaction pattern directed towards the domain, or specific submodels in the AAS, is also introduced in the given context. Further, the authors propose a specific digital example of an operator using a smart jacket."
276,The Asset Administration Shell of Operator in the Platform of Industry 4.0,"We discuss the Asset Administration Shell (AAS) concept of Industry 4.0 (I4.0), characterizing the current status of industrial automation and outlining the advantages of more deeply digitized manufacturing where the AAS is employed. In the proposed analysis, the basic subjects are apply complemented with possible submodels and standards of the Asset Administration Shell (identification, communication, engineering, configuration, safety, security, life cycle status, energy efficiency, condition monitoring, and examples of AAS-based applications). An exemplary interaction pattern directed towards the domain, or specific submodels in the AAS, is also introduced in the given context. Further, the authors propose a specific digital example of an operator using a smart jacket."
292,Dynamic integration of manual and automated biological process skills into MES,"The manual cultivation of biological cells is very time- and cost-intensive. The automation of these processes promises significant cost savings as well as the required transparency and quality of the results. Biological cell cultivation protocols are constantly being researched and modified, which enormously increases the flexibility requirements for the plant technology. An important aspect is the early consideration of different laboratory equipment and the possibility of step-by-step partial automation of biological processes. In the course of process development and automation, it helps that manually executed process parts can be transparently integrated into the higher-level process control before they are automated using suitable laboratory equipment. Furthermore, device failures can be replaced by manual process execution. This paper presents a method for mapping biological skills using OPC UA models and integrating them into automated plants."
