,Document Title,Abstract
135,Real-Time Communication Model Based on OPC UA Wireless Network for Intelligent Production Line,"With the continuous development of intelligent manufacturing technology, the intelligent production line for the Industrial Internet of Things occupies an important position in the field of industrial intelligence. OPC UA is a standard for communication data exchange between intelligent production line devices. OPC UA can establish a unified information model for production line devices and improve the connectivity of heterogeneous networks. However, in industrial wireless network application scenarios, there are various types of sensing information and large amounts of data to be transmitted. Each type of data has different requirements for real-time. The traditional OPC UA communication method is difficult to achieve real-time and reliable transmission in intelligent production lines and canâ€™t meet the transmission requirements of time-sensitive data. In this paper, we propose a real-time communication model of the OPC UA wireless network for intelligent production lines (UAMPDS). IEEE 802.15.4e TSCH is used as the wireless communication infrastructure, and OPC UA protocols are fused to this model. Meanwhile, we design a load-aware time-slot scheduling algorithm to dynamically allocate and schedule time slots according to the network topology and traffic load of each node. We also implement a dynamic preemptive resource scheduling strategy based on service differentiation to ensure real-time transmission of time-sensitive data. The experimental results show that this model achieves differentiated services based on data with different latency tolerance and effectively reduces the transmission latency of real-time service data under the constrained network resources. It can avoid the starvation phenomenon of low priority queues, and improves the overall quality of service of intelligent production line communication networks."
136,Leveraging Relational Database for Fast Construction of OPC UA Information Model,"With the development of manufacturing factory, massive devices are being deployed in production lines for performance monitoring and optimization, which raises the challenge of interconnectivity and interoperability among devices. OPC UA is widely recognized as one of the effective technologies to address such an issue. Traditional ways of constructing OPC UA information model need to manually add and define different nodes describing the devices and their attributes (e.g., names, ID, data types, etc.), which is costly and time-consuming when a huge number of devices is involved. Some works defined mapping rules between existing data model/structure/exchange format and OPC UA information model to reduce the workloads. However, they ignored the construction process of OPC UA information model and assumed that the existing referenced data structure/exchange format was created before the transformation of information model. Also, the mapping rules do not provide detailed implementation of mapping method. In this paper, we take the first attempt on the fast construction process of OPC UA information model. The raw data of field devices represented as structured data in rational database is fully utilized to extract the information, even though there are no existing data model for reference. The challenge of transforming structured data in database to OPC UA address space is discussed, based on which we propose a specific fast construction method for OPC UA information model. The method is deployed in the built industrial discrete manufacturing production line platform to evaluate the applicability of fast information model construction."
137,A toolchain for testing OPC UA interfaces,"Open Platform Communications Unified Architecture (OPC UA) is an increasingly important standard for industrial communication, which brings up the need for testing. Still, functional or formal verification of the implementation relies on conformance testing or custom solutions. Model-based testing has been studied and applied for decades, targeting many different technologies. OPC UA already provides a defined serialization format for its interfaces, representing a simple model of the application that could be utilized for testing.In this paper, we present our work on applying model-based testing to OPC UA server applications using the serialized interface description as the model. We introduce a possible toolchain for that approach and, based on that, discuss the possibilities and shortcomings of the interface description as a model for testing."
140,Non-Invasive Control Solution inside Higher-Level OPC UA based Wrapper for Optimizing Groups of Wastewater Systems,"Interoperability is a key attribute of systems nowadays in the industry. It enables local devices towards integration into higher-level supervisory/management structures and assures communication among same level systems. In the wastewater industry, local automation and SCADA structures are functioning independently in most situations and sometimes implemented using proprietary protocols causing higher-level integration and scalability/extensibility problems. With interdependences at the process level but without correlation in a higher-level supervisory algorithm, some real scenarios are causing undesired behaviors (e.g. wastewater overflows, untreated wastewater directed through bypasses into outlet). The current paper proposes a higher-level control solution (HLCS) that is modularly implemented inside a OPC UA based wrapper. The solution is designed for wastewater pumping stations and wastewater treatment plant to optimize their behavior as a group. Besides achieving interoperability of structures, the noninvasive character of the solution eliminates specific and frequent problems of interference in local functioning systems."
148,OPC UA Nodestore Switch - Usage Scenarios,"OPC Unified Architecture is one of the leading technologies to realize the horizontal and vertical communication from enterprise layer down to the field layer in automation technology. It defines an address space model consisting of nodes and references without specifying how to store these. Therefore, this paper first describes the concept of a nodestore and a nodestore switch. The core contribution of the nodestore switch is the decoupling of OPC UA servers from their node storage. Based on this, four usage scenarios demonstrate how to utilize the concept to address different requirements, like performance and persistence, the integration of domain specific (proprietary) meta models, the adaptation at runtime and sharing of information models. For each usage scenario a prototypical implementation is described to show an exemplary realization and to gather a deeper understanding of the usage."
151,Implicit Templates for Conformance Units in OPC UA Companion Specifications,"Due to its importance in the Industry 4.0 movement, the usage of OPC UA has increased in recent years. More and more vendor-independent and domain-specific models are developed as so-called Companion Specifications. OPC UA Profiles allow to subdivide functionality within the Companion Specifications, and thus offer flexibility to the standards. An OPC UA Profile is a set of individually testable entities called Conformance Units, which are also defined within the Companion Specification. In this work, similarities between Conformance Units defined by different working groups are analyzed and grouped in CU classes by the scope of the Conformance Units. For the most prevalent CU classes, textual templates are suggested, based on the typical formulations in existing Companion Specifications. These templates are intended to ease the development of Companion Specifications and the Conformance Units therein. The CU classes identified in this work suggest the templates can be used for more than two-thirds of the Conformance Units in a Companion Specification. The CU classes and templates are also a step towards automation in the generation of OPC UA Companion Specification Documents and test cases for the Conformance Units."
152,An Industrie 4.0 compliant and self-managing OPC UA Aggregation Server,"Gaining value out of data provided in industrial application in a standardized Industrie 4.0 compliant way is a challenging and time-extensive task. Not only does the data need to be integrated into a data platform, it also needs to be described and integrated in an appropriate way, that allows a standardized processing for its value-added services. One way to achieve this, lies in the use of OPC UA and the asset administration shell. Together they can implement an Industrie 4.0 Component as the standardized service for tailored data integration and usage. Data in OPC UA is available in different levels of abstraction, both in terms of the data and its description. Rarely is the asset administration shell (AAS) considered in this context. This paper will introduce a first approach to harmonize OPC UA and the AAS in an I4.0 compliant Aggregation Server. The server is able to aggregate information models based on the current meta model mapping of the AAS, regardless of whether the base servers implement this or not. Moreover the aggregated server can route OPC UA services down to the base servers and is managing itself in case of discovery and information aggregation. This approach can be used as the standalone interface for data integration in respective data platforms."
160,A Unified Method to Design Bridges for OPC UA PubSub Networks in the Industrial IoT,"Specification part 14 of the Open Platform Communication Unified Architecture (OPC UA) standard provides five different profiles to implement the publish-subscribe messaging pattern. The specification is also called OPC UA PubSub, and its profiles are called PubSub profiles. Two devices deployed with the same PubSub profile can exchange and collaborate; however, two devices deployed with two different PubSub profiles are unable to communicate. It is a limit for the Industry Internet of Things, a complex environment where there would be heterogeneous devices and networks. One approach to overcoming this issue is to use a bridge for the devices deployed with different PubSub profiles. In this sense, this paper provides a unified method to design bridges for OPC UA PubSub networks. The proof-of-concept experiment, also presented in this paper, is a use case of bridging PubSub broker-less and broker-based networks."
165,Skill-based Engineering and Control on Field-Device-Level with OPC UA,"The configuration of current automated production systems is complex and therefore time consuming while the market demands an easy setup and adaptability due to smaller batch sizes and volatile markets. While there are different concepts in research on how to simplify the engineering process by using generic skills or capabilities of devices, run-time control is still achieved with proprietary communication protocols and commands. The concept in this paper uses skills not only in the phase of engineering but also consequently for direct and generic control of field-devices. An executable skill-metamodel therefore describes the methodological functionality which is implemented by using OPC UA due to its vendor independence as well as built-in services and information model. The implementation uses client/server-based OPC UA and the pub/sub pattern to prepare for a deterministic real-time control in conjunction with TSN, which is required by industrial automation."
169,Charging Station Selection through the Analytic Hierarchy Process enabled by OPC-UA for Vehicle-to-Grid Communications,"During the last decade, the technologies related to the electric vehicles capture both the scientific and the industrial interest. In this context, the Smart Grid philosophy with the Vehicle-to-Grid concept poses a major role for the prevalence of the electric vehicles. Despite the presence of extended literature in the topic, the interoperability of different systems through well-adopted standards is still a challenge. Aiming to address this challenge and to support decision-making in a smart grid, this paper proposes a framework for the charging station selection in the case of electric vehicles. The framework employs the Analytic Hierarchy Process (AHP) and the Open Platform Communications-Unified Architecture (OPC-UA) standard. Specifically, the AHP is utilised to solve the multicriteria decision-making problem during the selection of the most appropriate charging station that will fulfil the needs of the electric vehicle driver. In addition, the OPC-UA enables the semantic modelling of the electric vehicle integrating all the interrelationships among the various subsystems and their components. As a result, a seamless information flow can be resulted among systems designed using different engineering disciplines (power electronics, mechanical, microelectronics, etc). The proposed framework is validated in the case study of a laboratory electric vehicle that is designed for urban transportations."
170,Multi-level modeling to OPC UA for migrating to Industry 4.0 in semiconductor manufacturing,"Semiconductor industry has long been active in standardization of interfaces to deal with interoperability. Even though these standards allow interoperability between different hosts and equipment within the semiconductor industry, it remains hard to make these interfaces interoperable with other domains of manufacturing. One of the main pillars of Industry 4.0 is the interoperability of different equipment and devices across multiple domains and between the operational and information technologies. Though OPC UA is becoming the de facto architecture for Industry 4.0, semiconductor equipment manufacturers need to comply with the existing SEMI standards to ensure the sales of their equipment. In this context, the primary goal of this work is to develop a comprehensive metamodel of the SEMI communication interfaces. As a secondary goal, we want to use this model to carry out a preliminary experimentation on using OPC UA as a communication architecture in semiconductor industry, maintaining maximum compliance to the established SEMI standards."
172,A Novel Smart Production Line Data Perception System Based on OPC UA,"With the rapid development of information and communication technology (ICT), traditional manufacturing is undergoing an upgrade and transformation to smart manufacturing. In order to achieve intelligent management and control of production process, data perception (DP) is the primary problem to be investigated during the transformation of current production line (PL). However, due to the numerous equipment types, heterogeneous communication protocols and interfaces, the cyber system and the physical world are severely separated, resulting in the phenomenon of information islands. In this paper, we propose a novel DP system architecture for smart production line (SPL) based on OPC UA, which is compatible with multiple device system protocols as well as provides a unified interaction interface for data-driven applications. Data collection and result feedback based on the protocol mapping and conversion are realized by flexibly utilizing two communication patterns of OPC UA, namely client-server (CS) and publish-subscribe (PubSub). The local and cloud case studies strongly verify the feasibility and prospect of the DP system."
175,Controller Interface for Industry 4.0 based on RAMI 4.0 and OPC UA,"The Fourth Industrial Revolution or Industry 4.0 (I4.0) represents the evolution of the current productive systems from the merge of industrial automation and informatics. The technical innovation of I4.0 is characterized by the integration of manufacturing systems, management over the product life cycle and the decentralization of computing resources. The Reference Architecture Model for Industry 4.0 (RAMI 4.0) defines the compatible elements of I4.0 in a three-dimensional layer model. Despite its acceptance, the use of RAMI 4.0 is still restricted to research institutions and cases of individual executions. This paper focuses on the development of an open source controller interface for I4.0 based on RAMI 4.0 and OPC UA protocol. This interface should provide the functionalities of programming, RFID identification, network communication and equipment supervision, providing real-time process information, in a standardized and interoperable way, for any type of platform connected to the network. The paper describes the integration of technologies in the controller interface, as well as the controller relationship to the RAMI 4.0 layers. In addition, this controller interface represents the first step towards the development of a compatible â€œcontrol deviceâ€ to support I4.0 applications."
176,Implementing an OPC UA interface for legacy PLC-based automation systems using the Azure cloud: An ICPS-architecture with a retrofitted RFID system,"Companies often have legacy systems within production processes. Many of these systems use proprietary information-communication-control-technologies (ICCT), among others, and for that reason it is difficult to integrate them into new industrial environments that require Industrie 4.0-compliances. The migration process of such industrial systems, i.e., retrofitting it into an Industrie 4.0-compliant, ICPS-Infrastructure, leads to the necessity of new features and components in the legacy architecture. This paper summarizes the process for retrofitting a flexible manufacturing system located at the Institute for Industrial Informatics, Automation and Robotics (I2AR) of the University of Applied Sciences Emden/Leer, integrating legacy PLCs, RFID and commercial cloud technology on the basis of an Industry 4.0-compliant digitalization of components with OPC UA interfaces. With the use of common technologies recommended for migrating legacy industrial systems into Industrie 4.0-compliant systems, the authors describe the major specifications and characteristics of a migration approach and resulted novel ICPS-architecture that allows the operator and/or other legacy automation and management systems to monitor and control the PLC component via a RAMI4.0-compliant digital interface, via a retrofitted RFID System."
178,From ISA 88/95 meta-models to an OPC UA-based development tool for CPPS under IEC 61499,"In the era of Industry 4.0, fast-growing requirements for an agile and effective vertical integration are challenging the smart manufacturing. Cyber-Physical Production System (CPPS) technology plays a key role in the Industry 4.0 factory. One of the reasons for this is that shop floor data collection, monitoring and processing are enabled by CPPS devices together with IEC 61499 standard. To this end modeling and developing software and hardware components focused on distributed control systems are provided. This improvement in data monitoring and processing results not only in an optimization of equipment predictive maintenance but also in the ability to integrate new control techniques. This approach provides the Oil&Gas industry with the foundation to transform their traditional production fields into Intelligent Oil Field (IOF) environments. The aim of this paper is to build bridges between the state of technology and the design of industrial control applications. In particular, a CPPS platform developed through a software engineering tool giving support to the design of applications is proposed. It is based on the IEC 61499 and on a configurable OPC-UA server that maps field device data into an ISA95/88-based information model. Thus, this proposal will not only save Oil&Gas engineer time, it also will save efforts of adopting this promising technology."
180,Design of a semantic information model for automated tape placement systems using OPC-UA,"Standardized and reliable interfaces for production machines are essential requirements for realizing fully automated manufacturing throughout the value chain. Especially the lightweight industry with its heterogeneous and interdependent process landscape will profit from such a standardized, semantic process and material description. This paper presents an approach for semantic modeling of the automated laser-assisted tape placement process with in-situ consolidation using the OPC UA information-modeling framework and realizes an exemplary implementation for an existing machine prototype."
181,Improving interoperability of Virtual Commissioning toolchains by using OPC-UA-based technologies,"It is well-known that one the most important challenges in industrial manufacturing processes is the reduction of lead-times and delays during the on-site commissioning. In applications in which several automation systems are used, such as in aeronautics or automotive manufacturing cells, several PLC's and drives are used to control the motion of the different electromechanical components. In order to verify and validate (V&V) automation code before deployment in the production environment, virtual commissioning (VC) techniques have become of great interest in the last decades. Even if VC simulation approaches, based on software/hardware-in-the-loop (SiL, HiL), have shown effectiveness to V&V automation code, the continuity from the execution to the simulation layers may not be ensured due to a lack of interoperability in the toolchain. Additionally, the development of reliable component models is a complex task of the VC solution since it requires a high level of mechatronics expertise. In order to avoid losing information between the execution and the simulation layers of VC toolchains, this paper presents a SiL based approach for interconnecting the PLC's with the VC simulation tool by means of OPC-UA-based technologies. In addition, in order to develop the functional models, we propose a library-based development. This will facilitate seamless flow of information between different PLC editors and the simulation layer. SiL simulations of the suggested approach on an automotive manufacturing cell are performed and show digital continuity from the execution to the simulation layer."
188,Collecting Data and Metadata by Transforming between Differently Expressive Query Languages,"Recent trends lead to an ever-increasing data availability while gathering and linking valuable metadata is still an open research topic. Most industrial applications use vendor-specific data access and extract metadata either hard-coded or not, mainly because the used communication protocols are fast but have limited expressiveness. More powerful and convenient query languages (QLs) exist but are not yet applied to these scenarios. This paper crosses that bridge by transforming queries formulated in highly expressive QLs into lower-expressive ones to enable flexible metadata access in existing setups. We apply our methodology to an POC Unified Architecture (OPC UA) application in manufacturing and implement an open-source mapping from the expressive QL XPath. We export OPC UA information models to XML, design XPath expressions, transform these to OPC UA, and finally execute them in OPC UA with a patched client. An evaluation in a real-world injection molding application demonstrates how we, in addition to raw sensor values, dynamically capture associated metadata such as unit, scale, and precision. Our approach replaces individual, machine-dependent solutions with universal ones that drastically reduce the time and complexity for experts and can be easily transferred to other machines."
189,Information model for the digital transformation of manufacturing systems in small and medium enterprises,"This article proposes the development of an information model that allows starting the digital transformation of a small or medium-sized company (SME) using the OPC UA protocol. The model is made up of a hardware component made up of the process plant and the control equipment, as well as a software component where the information model is implemented.As an application case, the proposed information model is developed in a unit process plant, a filtration plant. The process carried out in this plant is through a filter to remove the solid particles present in the water used in the manufacturing process of a beverage. This plant can be integrated into a beverage and/or soft drink manufacturing system in a small company.The information model is integrated into an OPC UA server, a programmable controller, mapping the process variables such as level, temperature flow, and energy consumption. The information of the technological elements that make up the filtration plant are: serial, manufacturer, and calibration dates: OPC UA clients request information from the OPC UA server and then they are sent through procedures (methods) defined in the server and consumed by the server. client, all this integrates the information model.The foregoing shows the viability of the proposed"
194,Cyber-Physical Production Systems supported by Intelligent Devices (SmartBoxes) for Industrial Processes Digitalization,"Industry 4.0 paradigm is a reality in the digitization of industrial processes and physical assets, as well as their integration into digital ecosystems with several suppliers of the value chain. In particular, Industry 4.0 is the technological evolution of embedded systems applied to Cyber-Physical Systems (CPSs). With this, a shift from the current paradigm of centralization to a more decentralized production, supported by Industrial Internet of Things (IIoT), is implied. The work reported in this paper focuses on the development of smart devices (SmartBoxes), based on low-cost hardware such as Raspberry Pi and also platforms certified for industrial applications, such as NI CompactRIO. Both platforms adopted the OPC-UA architecture to collect data from the shop-floor and convert it into OPC-UA Data Access standard for further integration in the proposed CPPS. Tests were also performed with the MQTT protocol for monitorization. Each SmartBox is capable of real-time applications that run on OPC-UA and MQTT, allowing easy interaction between supervisory systems and physical assets."
199,"Semantic Automation Systems, a Suitable Approach for Automation Networks in the Industry 4.0","The Industry 4.0 demands a change of paradigm for the automation engineering and some new requirements that has to be accomplished like data integration, big data processing, semantics, communication protocols, and standardization. The interoperability is another essential concept, it is a key for the development of the Industry 4.0. This work presents a semantic approach to model automation systems through an ontology, and its applicability in industrial automation networks using OPC UA. The Automation I4.0 Ontology, the model proposed in this project, provides a semantic tool to represent high-, middle, and low-level concepts of automation systems, and offers a way to integrate directly in software applications and semantic-based communications protocols such as OPC UA. It demonstrates the suitability of the semantic-based automation systems to be implemented by semantic-based or object-based communication protocols in Industry 4.0 applications. This initiative intends to empower the development of the Industry 4.0 and the Internet of Things for the automation engineering."
200,Construction and Application of Information Model of CNC Machine Tools,"The Computer Numerical Control machine tools in the digital workshop usually come from different manufacturers, and it is difficult to transfer information between upper-level systems and heterogeneous devices, so it is necessary to establish a complete and standardized information model to realize the interconnection of device information. In this paper, we analyze the composition structure of machine tools and production operation information, and establish a flexible and scalable information model of CNC machine tools according to the modeling rules of manufacturing equipment integrated information model. By developing OLE for Process Control Unified architecture server, the mapping of information model to OPC UA information model is realized, and it is verified that the client can access the information of CNC machine tools by accessing the server. It shows that the established CNC machine tool information model can be interconnected based on OPC UA protocol."
209,Shop Floor Virtualization and Industry 4.0,"This paper addresses one of the key components in today's industrialization approach: virtualization. The work describes the virtualization of a typical production process, the digital twin in the scope of Industry 4.0, involving different devices, such as robotic arms, conveyors, automatic warehouses and vision systems. It includes both legacy and recent equipment, with different characteristics and communication capabilities, ranging from RS232 serial communication to TCPIIP-based communication, or even I/O-based interaction for devices with no communication capabilities. The developed approach aims at industrial implementations, while allowing for educational purposes. For a standardized approach, the OPC UA protocol is used for high-level communication between the various systems. Several results are described showing the success of the methodology and application."
213,Function Blocks for the Interaction with the Asset Administration Shell,"An asset administration shell (AAS), as a key concept of the Industry 4.0, provides a machine-accessible interface to any kind of asset. An application implementing the devices functionality should be able to interact with different AASs.In this work, we specify the function blocks (FBs) for accessing properties and invoking operations of AASs. We analyzed the nature and requirements of such FBs while focusing on REST/HTTP- and OPC UA-based AASs and provided IEC 61499-based implementation.The results obtained in this paper will ease interaction with the complex AAS structure from the low-level devices."
214,The application of open access middleware for cooperation among heterogeneous manufacturing systems,"The vision behind industry 4.0 is to create even smarter manufacturing facilities. Industry 4.0 includes both hardware and software components, which are expected to seamlessly interact in a secure manner. Thus, machinery and software components from different manufacturers should be able to communicate in a common language. Such a challenge is typically met by introducing a â€œmiddlewareâ€ to serve as a joint communication platform. In this paper we discuss the use of OPC UA standard for communication between hardware and software components in a typical manufacturing system. Further we develop a digital twin and present an demonstration of our digital laboratory."
216,Noninvasive control solution for energy efficiency in wastewater treatment plants,"Improving energy efficiency in wastewater plants is an important goal for water distribution companies due to the high costs associated with wastewater treatment processes. Most of these costs are generated by the aeration process, respectively optimizing the oxygen control strategy and consequently affecting the ammonium and nitrate levels can lead to significant reduction in energy consumption. Most wastewater treatment plants are already implemented and functioning systems, respectively any interference in modifying invasively existing structures/algorithms is problematic. Following industrial internet of things principles in an Industry 4.0 context, the paper proposes an OPC UA client based model predictive control structure that will allow the solution development in a completely noninvasive manner for the functioning system. The solution is applied in a simulation environment with calibrated and validated model and using real input data. Also, a Node-red and Raspberry Pi platforms application is structured for future long-term testing and validation on real plant following the current research. The paper presents the results of current developments proving the efficiency of the concept."
217,Towards a Real-Time Capable Plug & Produce Environment for Adaptable Factories,"Industrial manufacturing is currently undergoing a transformation from mass production with inflexible production systems to individual production with adaptable cells. In order to ensure this adaptability of these systems, technologies such as plug & produce are needed, to integrate, modify and remove devices at runtime. Therefor an exact description of the system, the products and the capabilities / skills of the devices is essential as well as a network for communication between the devices. Deterministic data transmission is particularly important for distributed control systems. We propose an architecture for plug & produce mechanisms with hard real-time capable communication paths between the cyber-physical components using OPC UA PubSub over TSN and the ability to load and execute real-time critical tasks at runtime."
219,Workshop Management and Control System Based on Digital Twin,"Aiming at the connotation and characteristics of digital twin, and improving the level of informatization and intelligence of the workshop, a workshop management and control system based on digital twins is proposed, which can realize the management and control of the full life cycle of digital twins. Based on the physical production line model of the digital twin, the virtual and real joint debugging method of the digital twin workshop is constructed: the controller controls the virtual model, and the virtual model drives the simulation. The operation and control model of the digital twin is driven through the communication framework of OPC UA (Object Linking and Embedding for Process Unified Architecture), and the virtual and real interaction of the physical production line is used to timely reflect the operation of the workshop. From model building, model digital drive, virtual and real control joint debugging, to full life cycle workshop verification and design simulation, the visual monitoring of the digital twin workshop is finally realized."
220,On enhancing reconfigurability of I/O connection and access in lEC 61499,"The efficiency and flexibility of data connection establishment in the automation system development architecture of lEC 61499 is important to support portability and flexibility. To improve this aspect, this paper proposes a method integrating OPC UA functionalities and I/O-accessing capabilities, introducing two function blocks, SmartlX and SmartQX. The solution is illustrated with one use case and comparison with the existing solution. The comparison shows that our proposed solution can improve efficiency, flexibility and portability for lEC 61499 by making fewer changes to existing systems from debugging mode to production mode."
225,Towards Increased Flexibility and Interoperability in Distributed Process Control Applications,"The modern process automation plants are changing into flexible designs, which raises the requirements for distributively controlled logic, a high degree of interoperability, dynamic reconfiguration and software reusability. Thus, creating an opportunity to integrate the distributed control system standards and platform independent communication protocols. In this paper, we propose the use of OPC UA to increase interoperability of communication and the utilization of Arrowhead Framework to enhance interoperable service compositions of control applications implemented in IEC 61499. The concept is outlined for the integration and modeling of a distributed control system for a FESTO laboratory batch process system. A control application example is provided to create distributed control of Cyber-Physical Systems using services that are connected using IEC 61499 in accordance to Industry 4.0 for improved interoperability and flexibility."
230,A Unified Asset Management Architecture Based on OPC UA,"With the development of information technology, the demands for product specifications and customizations have attracted much attention in recent years. The traditional manufacturing systems struggle to face the fast-moving market conditions because they are specifically tailored in demand. To strengthen the flexibility and interoperability of the assets, Industry 4.0 (I4.0) proposes the concept of Asset Administration Shell (AAS), which provides digital representations for industrial assets. Although the content of AAS has been discussed from different perspectives, there is no standard implementation method for a general AAS currently. In this paper, we propose an AAS implementation method based on OPC Unified Architecture (OPC UA), which realizes the virtualization of industrial assets and shields the underlying protocols. It simultaneously provides a solution to the interconnection and interoperability of industrial network devices. Furthermore, a hierarchical asset management architecture based on AAS is designed to improve the management of industrial assets, laying the foundation for flexible manufacturing."
233,Cloud-based Plug and Work architecture of the IIC Testbed Smart Factory Web,"The Smart Factory Web (SFW) is a platform that connects Smart Factories over a network to enable flexible sharing and management of resources, assets and inventory to maximize production and efficiency. In order to become part of the Smart Factory Web, network participants describe not only their products, but also the factory capabilities to order to improve factory-to-factory collaboration. A Smart Factory Web Portal (SFWP) enables secure data and service integration in cross-site application scenarios as well as `plug & work' functions for devices, machines, and data analytics software by applying industrial standards, Open Platform Communications Unified Architecture (OPC UA), and Automation Markup Language (AutomationML or AML for short). OPC UA serves as a comprehensive and secure communication protocol from the machine level into the cloud. A Cloud Coupler on the shop floor publishes the availability of a factory and selected process data in the SFWP. Customers or even smart machines can use this information to make decisions for placing an order and track their orders in real time. In order to simplify the setup of the connection to the cloud and minimize the commissioning time the cloud coupler also aggregates all OPC UA servers on devices in the factory into a single OPC UA aggregated server address space. In this paper an architecture is proposed which uses cloud coupler and plug and work techniques to make a new or retrofit factory available in a SFW to share capability information towards a new marketplace for manufacturing. It is shown that the integration efforts are decreased but also the use of standards reduces the effort to define interfaces."
239,"Supporting the Design, Commissioning and Supervision of Smart Factory Components through their Digital Twin","In a context of greater complexity of Smart Factories, the commissioning time for automated systems needs to be shortened. The use of virtual commissioning tools is a good contribution to achieve this goal. Ideally, those tools should be part of a virtual engineering environment sharing same virtual model, the digital twin, through the complete lifecycle of the automated system, namely the project, simulation, implementation and execution/monitoring/supervision and, eventually decommissioning phases. Such vision includes a digital twin with a broader use, which is consistent with the real system and one that can be used after the early design and commissioning phases. Finding a complete set of tools able to comply with the above requirements can be extremely challenging. In this paper we explore the use of the ABB RobotStudio software combined with the OPC UA standard with this vision in mind. Methodologies were defined to integrate both new generation and legacy equipment, as well as robot controllers and guidelines for equipment development. A key result of this work is the development of a set of virtual engineering tools and methodologies based on OPC UA and implemented using RobotStudio in order to accomplish the complete lifecycle support of an automated system, from the project and simulation phases, to the monitoring and supervision phases, suitable for integration in Industry 4.0 factories. Results are described for a test scenario with different devices."
244,Optimization of multi-agent auctioning processes in flexible production networks,"Shorter product lifecycles and increasing product complexity are important trends that drive the need for increased flexibility of production companies. One way to cope with this problem is to engage in flexible production networks where companies can find missing production capabilities and offer their own ones. To enable this connection across company borders and software platforms, an agent-based communication approach is proposed that is based on the OPC UA standard. This paper also develops an optimization concept that can increase a company's benefits, i.e. profits, by applying a learning algorithm as well as an approach to calculate optimal margins, which is encapsulated in an optimization agent."
257,Standardized communication systems for distributed energy resources in micro grids,"Micro grids often consist of energy generators, storages and consumers with controllers which are not prepared for their integration into communication networks for energy systems. In this paper it will be presented, how standards from the field of energy automation can be applied in such controllers. The data for communication interfaces can be structured according to the IEC 61850-or the VHPREADY-standard. It is investigated which requirements must be supported to implement such data models within the controllers. For the transmission of the data we propose the OPC UA protocol, which supports extensive security measures and which is today available for nearly all modern types of controllers and computers."
259,Learning-based Automatic Report Generation for Scheduling Performance in Time-Sensitive Networking,"As the global industrial upgrading requires higher reliability and real-time performance of data communication, Time-sensitive Networking (TSN) has been widely studied. Al-though many TSN scheduling algorithms are designed, there is no standardized analysis report after scheduling and comprehensive scheduling performance evaluation. This paper presents a complete automatic report generation system to analyze the scheduling performance. To standardize various data in TSN-based manufacturing, a uniform auto-generated report model is defined based on the Open Platform Communication Unified Architecture (OPC UA). A learning-based performance evaluation (LPE) method is established to comprehensively analyze the performance of TSN scheduling. In LPE, analytical hierarchy process (AHP) and entropy weight method (EWM) is adopted to optimize the weight distribution of performance indexes objectively, and convolutional neural network (CNN) is used to get the final evaluation result rapidly. Compared with the previous evaluation methods, simulations show the training time of the evaluation method is significantly reduced."
260,An Approach for Data Pipeline with Distributed Query Engine for Industrial Applications,"The data driven services in industrial automation systems are transforming the world of automation industry by optimizing industrial processes and providing Value Added Services (VASs) with the grace of Industry 4.0, Big Data and Artificial Intelligence (AI). A demand driven data pipeline is essential to connect different industrial data sources in a shop floor with different data storage systems for service provisioning. This paper analyzes an experimental approach and corresponding challenges to optimize computing resource allocation in industrial applications to construct such demand driven data pipeline to provide data driven services through an open source, flexible and extensible distributed query engine known as Presto, which can perform interactive analytical queries for different purposes such as condition monitoring, asset management or many others."
271,An approach for an industrial information model management,"An overall information model of an industrial cyberphysical system consists of different sub information models. These sub information models contain attributes and methods that describe parts of the overall information model such as a machine or an order. Every entity within a company has varying requirements in terms of information it needs to represent, or read from the information model. In contrary, especially in environments with a large number of system entities, it is necessary to standardize the information models as much as possible to optimize economic and performance potentials. To address this challenge this paper presents an approach for information model management. This is done via the creation of rules for information modelling and the forming of an enterprise specific information model library."
